score,cleaned_content,sentiment_before,sentiment_after
3,jujur puas roblox adil neg item hapus masalah neg item hapus kembali robux banding item beli beli item harga robux item hapus langgar kembali robux timpal neg harga beli item robux,netral,negatif
4,bgus vitur verifikasi guna neg,positif,negatif
4,bisa neg sandih,positif,negatif
5,all game bagus age check gagal lag udh ada neg cheater scripter boleh main,positif,negatif
4,gamenya seru masuk pakai kouta pakai neg kuota error perbaikiya game mending download minecraft,positif,negatif
3,bagus bagus ngelek mulu wifi aja huh capek,netral,positif
3,main map ambang orang bulih terus nang map kasih reting segitu aja nya main brookhaven bye  nama akun adinda,netral,positif
5,roblox emang error gimana sih sore gabisa buka,positif,negatif
4,ban chat aan aja banyak larang,positif,negatif
5,bugnya,positif,negatif
3,hmm mending perbaikin erorr biar main semangat,netral,positif
1,bgus,negatif,positif
5,baik update mudah jual item cepat fitur refund,positif,negatif
2,game lumayan seru pas join map disconnect bug nya malesin,negatif,positif
3,game nya seru tolong klo bikin tower ada neg bikin org jatuh udh susah payah menang jailin,netral,positif
5,bangkrut kikir aja jing,positif,negatif
4,kek ngawur sih ngawur gin maksud tuh noh kek tombol jalan tuh gerak jari udah lepasin gerak kali aja ngebug ngelag kali apadan mohon anu baik bug nya kasih bintang,positif,negatif
2,sebenernya gamenya bagus error server jaring aman mohon perhati,negatif,positif
3,game nya bagus tolong kembali chat rating,netral,positif
3,ter log out aplikasi,netral,negatif
1,senang ojing,negatif,positif
3,seruuu baget kalo tehapus akun hilang sedih robux nya tolong kalo hapus game nya hilang neg bikin neg gitu nyaa bang plisss,netral,positif
1,main ketemu orang orang ganggu pas ambilbrainrot main lagi,negatif,positif
3,main bug dimainin neg minggu unlog login deh banyak nipu orang ampe nang,netral,negatif
3,gamenya bagus anak anak gane game bocil sok keras gila,netral,positif
4,roblox benerin bug,positif,negatif
3,woi gamenya brain root sampah banget gamenya,netral,negatif
1,akun kali kali internet bagus bagus aja main game loading nya banget,negatif,positif
5,ada neg sih game tuju update,positif,negatif
2,bagus gamenya beli avatar paket harga mahal bisa neg dipake udah kesel sedih,negatif,positif
3,ngelek melulu periksa jaring udah hemnn sebel deh,netral,negatif
4,gara gara ban salah map nya kasih bintang aja,positif,negatif
3,lupa password ribet kalo akun catet,netral,negatif
1,gamenya bagus rangin bug lag panas orang toxic roblox bagus suka lag panas bug suka roblox balikin chat orang bom balikin emang roblox bagus dimainin pass chat kalo roblox tolong kembali chat terimakasih baca,negatif,positif
1,main sailor piece sampai neg menit lansung map tolong roblox fix map aset nya,negatif,positif
3,karna chat umur,netral,negatif
1,udah seru udah bisa neg chattan digame kaya,negatif,positif
3,updatenya sih bisa neg nge chat hapus clasik face mohon mabuk neg mabuk kayak mojang,netral,negatif
3,roblox suka nge like bagus dimainin nya seru mabar usah neg robuxx nya biar seru gusah neg bayar,netral,positif
3,emang bagus update age check nya update bagus dih hapus nya klasic face,netral,positif
3,game bagus aga kaya kaya era brainrot,netral,positif
1,gamenya bagus cuman akun udah kenang sayang verifikasi umur untung roblox update trusted connection kalo hoax bintang orang hacker ngelaporin orang bantu neg orang di neg banned kalo bintang,negatif,positif
3,bagus banget atur bikin kesel dikit ,netral,positif
4,cheater,positif,negatif
3,mohon fitur chatnya dinyalain nay gra fitur chat temen mohon,netral,positif
3,game bagus kurang pas main game situ layar langsung hitam tunggu kek gitu,netral,positif
5,maaf roblox main pasti tiba aplikasi heran roblox tolong baik muak,positif,negatif
5,nasa nya,positif,negatif
3,roblox seru nyaman neg sering update roblox seru,netral,positif
3,says roblox detected security threat please uninstall tampering frameworks and reinstall roblox from official app store this bug something please fix roblox,netral,negatif
1,map nya smw ngl,negatif,positif
3,musuh nya troll melulu,netral,negatif
4,grafik jelek mohon tolong roblox terima kasih,positif,negatif
5,dimainin neg weee virus gua lag polllll,positif,negatif
4,just want let you know that your security system still not secure enough have lost accounts and all them were fine quite disappointed but was destiny that lost those accounts sorry hard understand use translation,positif,negatif
3,moga roblox chat,netral,positif
1,bagus bagus bisa neg chat,negatif,positif
1,nge lag chat hapus,negatif,positif
3,bagus,netral,positif
3,tambah recheck age salah masuk grup umur,netral,positif
4,bisa neg chat voice chat,positif,negatif
4,geme nya lag bug malas apdetnya kencang disconnect,positif,negatif
4,suka neg update,positif,negatif
3,main nanya bagus,netral,positif
1,drama,negatif,positif
3,layer nya jahat,netral,negatif
5,sengaja bintang biar notice maaf roblox becus yaa neg udah top beli outif pakai outfit hilang arti robux buang sia sia tolong bantu solusi bukti beli outifnya,positif,negatif
4,bagus sihh tapiii chat nya buka anjirr kesel gua pas verifikasi nya jelek lagi nya benerin plccc pas gue verifikasi susah deteksi nya tuh umur plcc wkwk robloxx cepet benerin tuh chat nya update roblox kids roblox remaja ama dewasa kesel bet gua ,positif,negatif
1,geming,negatif,positif
5,game stupid dah,positif,negatif
3,gamenya bagus sih cuman updatenya banyak bikin repot pas join game tulis verivikasikan bot neg tpi pas pencet tanda lngsung menjoin download deh kali roblox aneh neg aneh updatenya,netral,negatif
3,benar nya game nya seru update seru seru tuh kayak update chat classic face hapus dynamic face rem balikin roblox,netral,negatif
1,bgus,negatif,positif
2,enak robux gratis,negatif,positif
1,game nya bagus seru banget suka,negatif,positif
3,bagus gem nya nguras pulsa,netral,positif
3,update nya bos muka dynamic gasuka pas update verifikasi umur banget gasuka update nya game nya seru,netral,negatif
1,akun bagus bisa neg login,negatif,positif
3,ava nya susah atur,netral,negatif
3,bisa neg chat update roblox nya sampah,netral,negatif
3,game nya udh bagus sih bug belim item toko karakter seprti rusak lihat neg mohon perbaikin,netral,negatif
1,map gambar warna kena batas usia bagus anak,negatif,positif
5,tolong roblox akun hilang erorr erorr mulu,positif,negatif
5,tolong chat nya dibkembalikan ngobrol teman plis,positif,negatif
1,wanjeeengggg rating kasih mes gaje updatenya,negatif,positif
2,gem,negatif,positif
5,avgeek mending game roblox ganti apa game pesawat download game gakjelas ngejek bacon stop bacon hina neg bacon bayy,positif,negatif
4,kasih bintang update nya chat dibatasin,positif,negatif
3,gila sih emang seru seru neg,netral,positif
5,ada neg player jago,positif,negatif
2,sih game nya bagus bag leg,negatif,positif
4,hmm gamenya scrip cheater toxic udh direport ban pacar canda age grup nya scan umur umur udh umur apalaaaaaaaaa,positif,negatif
3,ngeleg wakk ngeleggg,netral,negatif
3,kentang patah patah,netral,negatif
1,ada neg roblux orang robluxnya coba skin nya gratis aja papa neg,negatif,positif
4,chat nya hapus sumpah,positif,negatif
5,mohon avatar di neg hilang ava hilang robux ganggu,positif,negatif
4,game ngeleg susah masuk aja kasih bintang,positif,negatif
3,game nya bagus ganti akun sampe kali nya hapus karna udah muak akun robux,netral,positif
5,roblox bagus bug nya login akun uda bener bisa neg login game render objek hilang hilang server nya error game sampah taro bintang supa baca devoloper nya tolong fix uang uda akun roblok,positif,negatif
3,wifi lancar sinyal lancar tapi kek ngefreeze gitu beranda nya bisa neg klik apapunnn plisss tolonggg ,netral,negatif
3,game nya bagus bisa neg chat bosan,netral,positif
3,game nya bagus gamenya udah update pas main gamenya ngileg game kadang kadang main gamenya macet tolong baik gamenya ya,netral,positif
3,game update ngeleg,netral,negatif
5,aman nya ketat,positif,negatif
5,game nya bosan neg den maininnya,positif,negatif
3,alami verifikasi pakai nomor handphone nomor handphone indonesia daftar verifikasi nomor ada neg nomor negara indonesia sulit komunikasi koneksi teman,netral,negatif
3,lumayan mbnya kecil kasihan kentang,netral,positif
3,suka ngebug kalo selesai main ces tidur pas bangun robloxnya salah sambung jaring pingnya salah sambunngan tolong baik masalhnya admin roblox,netral,positif
2,game nya bagus bisa neg chat bisa neg lihat pasword akun kembali chat,negatif,positif
1,sukak aja,negatif,positif
1,suka mulu cape,negatif,positif
3,admin kenpa dri kmrn sya dapet neg ikan admin woi dpt njir minggu nunggu admin mlh doet neg,netral,positif
1,game nya enak kalo main game suka,negatif,positif
5,roblox ever voice chat chat batas tetep main seru banget dapet temen please inimah ngebug tetep cinta roblox lho akulohya player old main roblox jaman soekarno please notice kakek david eeh terlalu neg old sih old gakya main nya toxic woi benci gwlohya mksh udah buatin roblox kids cepet cepet please bocah ngeselin hilangin ava zepeto please ,positif,negatif
5,verifikasi bot eror kah min pada bener,positif,negatif
5,platform keri exploit kencan online tahun platform dunia neraka benci orang gila korban anak bawah umur tuju perintah indonesia blokir platform orang gila orang milik nafsu sarang platform bnyak orang menybarkan data pribadi sndri jaga rusak neg akibat putus,positif,negatif
3,game nya seru join game mainin ngefreeze batas main seru seru dikit,netral,positif
3,roblox getting less fun when play steal brainrots the application likes exit itself hate give stars,netral,negatif
3,sukaa tpi akun hilang sekali pas besok nya habis top login roblox login dalem nya bngt avatarr berobux udah top banyakk,netral,positif
3,atur tapi seru bintang karna atur batas sekian terimakasih,netral,positif
5,bocil minyak,positif,negatif
3,mid bagus putih layar,netral,positif
3,beli robux masuk neg akun,netral,negatif
4,roblox knp chat balikni chat,positif,negatif
3,dont make roblox pliss bisa neg main kakak adik dasar ceo roblox,netral,negatif
5,woi roblox kembali fitur chat,positif,negatif
5,game sosial verifikasi wajah chat aneh hilangin update nya,positif,negatif
3,lumayan batas loading nya ama top nya gratis cok bayar neg dimarahin diamok emak gua cok ,netral,positif
3,lumayan bagus ngelek aja,netral,positif
1,game kontoollll,negatif,positif
2,roblox roblox kids roblox select,negatif,positif
3,game nya ngeleg bener neg game nya wuuuuuuuuuu,netral,negatif
5,ping robloxnya jelek maen pingnya pas maen roblox turun benerin game freaky,positif,negatif
1,game nya seru bagus disconnect koneksi bagus bagus aja bisa neg chat udah verifikasi umur yah,negatif,positif
4,karna ngeleg,positif,negatif
3,bagus aja sihhh tapi bikinnn simpan akuu penuhhh coba rangin dikiittt nya kyk jadi tolongggggggggg banget,netral,positif
5,bagus parah,positif,negatif
5,asli udah hapus aplikasi,positif,negatif
2,game nya bagus roblox nya chat tmn verifikasi sih parah roblox,negatif,positif
3,tolong roblox game komunikasi gimana komunikasi chat nya aja tutup gimana komunikasi gimana interaksi player shirt gratis bayar robux gratis barang barang gratis karakter gratis di neg jual jual gratis tolong roblox kikir neg deh buat neg guna nya kecewa kesal bugnya disconnectnya,netral,negatif
1,game nya bagus,negatif,positif
3,hacker main bebas trus liat aku banned neg liar,netral,negatif
3,kadang main game loadingnya kasih bintang aja,netral,positif
5,tolong hilang csripter hackers tolong anak umur sampai neg pacar gem bikin gem rusak,positif,negatif
3,bagus hapus karna bug,netral,positif
1,game nya seru neg,negatif,positif
3,hapus tuh sistem umur ganggu gajelas beda doang gabisa ngobrol guna neg bocil bocil pake ktp ortunya kadang bocil nyasar mending ilangin aja tolong roblox,netral,negatif
3,gamenya sih bagus ngelag banget game udah ada neg updatenya game seru nilai puluh turun kecewa,netral,positif
4,keluar paket,positif,negatif
4,game suka neg,positif,negatif
3,udah kali kena kode eror udah hapus coba login join map kena kenapaa balikin duit gamau rugi,netral,negatif
3,game bagus tolong updatenya maju,netral,positif
1,bilang hai halo nanya temen abis ganti nomor kena sensor maksud temen tinggal jawa palembang susah kalo ngobrol roblox,negatif,positif
5,update vitur chat hapus game bintang kasih rating,positif,negatif
5,game nya seru banget tapi jelas neg ofer of game nya senyum akan neg habis akan neg contoh share foto gam,positif,negatif
5,ngeluh nya patah patah ngelag panas udah ganti blog ada neg duit nabung,positif,negatif
5,game aneh suka,positif,negatif
1,game kikirrr,negatif,positif
5,game gapantas kasih bintang map pintar butuh verifikasi wajah,positif,negatif
1,login akun,negatif,positif
1,poco main roblox,negatif,positif
5,keluar neg akun tips tangal lahir nama nama sebut password tips kalo akun nya list kalo warna putih pencet masuk password udah bikin udah akun deh selesai,positif,negatif
3,jjr smua bgus smpe update aneh bikin chat aneh,netral,negatif
5,woi admin benerin pen nya masuk privat serve masuk server global ,positif,negatif
3,akun bagus hilang teman imelnya beda nama akun rafifsuperpro,netral,positif
3,sih roblox hapus chat punya neg chat roblox umur umur roblox piss give robux pis,netral,negatif
3,game bagus tolong kembali fitur chat face clasic nya,netral,positif
5,jelek,positif,negatif
3,game nya pdf player nya ngak ramah ava gratis bilang ngak beli robux ngomong game sih bagus game brain out steal brainout game brainout sana sistem nya kacau ngomong umur tau trust connection pas ngomong orang umur age verification hancur game nya hancur game bagus,netral,negatif
5,tolong baik kalo main ngepres tolong baik,positif,negatif
5,hey roblox studio years old entered select roblox roblox kids because friend chat disappeared even though was there earlier,positif,negatif
5,main roblox pernah neg buka game buka kali nya bisa neg buka roblox kali masuk bisa neg pencet kali nya uninstall game nya download ulang,positif,negatif
4,baik bugg,positif,negatif
